#	Transition	Frequency(Mhz)	Eup(K)	Aij	FitFreq.(Mhz)	deltaFitFreq.	Vo(km/s)	Int(K)	RMS(mK)	Flux(K.km/s)	NoiseFlux(K.km/s)	Freq.I_Max(km/s)	V.I_Max(km/s)	Telescope
1	A-CH3OH(13 6 - 0 _ 12 6 - 0)	628187.893	404.8372	8.86e-04	628222.926	35.033	0.000	0.508	82.720	1.804	0.206	628222.926	-16.719	hifi
1	E-CH3OH(13 5   0 _ 12 5   0)	628251.353	339.3163	9.58e-04	628286.427	35.074	3.441	0.572	82.109	4.587	0.494	628286.427	-16.737	hifi
1	A-CH3OH(13 5 + 0 _ 12 5 + 0)	628338.263	349.0539	9.62e-04	628368.929	30.666	3.485	0.723	81.798	8.802	0.904	628368.929	-14.631	hifi
1	E-CH3OH(13 4   0 _ 12 4   0)	628408.904	299.2779	1.02e-03	628443.431	34.527	0.690	0.705	82.520	3.675	0.392	628443.431	-16.472	hifi
1	A-CH3OH(13 3 + 0 _ 12 3 + 0)	628469.880	260.9889	1.06e-03	628502.433	32.553	0.000	0.763	84.082	4.076	0.421	628502.433	-15.528	hifi
1	A-CH3OH(13 4 + 0 _ 12 4 + 0)	628513.345	291.5293	1.02e-03	628546.434	33.089	-2.278	0.905	77.542	8.138	0.831	628546.434	-15.783	hifi
1	CH3OCH3(10 8 3 3 _ 9 7 2 3)	628662.015	140.0023	1.40e-03	628697.438	35.423	0.491	0.808	82.190	4.072	0.427	628697.438	-16.892	hifi
1	E-CH3OH(13 1   0 _ 12 1   0)	628696.377	224.3926	1.14e-03	628731.438	35.061	1.173	0.771	77.723	4.363	0.454	628731.438	-16.719	hifi
1	E-CH3OH(13 3   0 _ 12 3   0)	628816.118	251.0606	1.07e-03	628849.941	33.823	0.514	0.777	85.941	3.413	0.363	628849.941	-16.126	hifi
1	A-CH3OH(13 2 + 0 _ 12 2 + 0)	628869.046	248.9840	1.11e-03	628903.943	34.897	0.828	0.789	82.396	4.045	0.425	628903.943	-16.636	hifi
1	A-CH3OH(3 2 + 0 _ 2 1 + 0)	629140.353	51.6380	1.25e-03	629172.950	32.597	0.295	1.488	73.583	8.737	0.882	629172.950	-15.533	hifi
1	E-CH3OH(13 2   0 _ 12 2   0)	629321.662	225.7117	1.09e-03	629354.954	33.292	0.404	0.892	75.549	5.273	0.543	629354.954	-15.860	hifi
1	E-CH3OH(17 1   1 _ 16 0   1)	629364.788	637.5679	7.14e-04	629397.955	33.167	0.432	0.373	70.249	1.112	0.138	629397.955	-15.799	hifi
1	E-CH3OH(13 -2   0 _ 12 -2   0)	629651.786	229.4008	1.10e-03	629683.963	32.177	-0.233	0.744	66.393	3.736	0.388	629683.963	-15.320	hifi
1	CH3OCHO(16 16 1 4 _ 15 15 1 4)	629904.068	438.7649	6.17e-04	629933.969	29.901	0.000	0.244	61.640	0.394	0.044	629933.969	-14.231	hifi
1	A-CH3OH(7 1 + 0 _ 6 0 + 0)	629921.348	78.9723	7.77e-04	629952.469	31.121	-0.408	1.383	61.235	9.267	0.933	629952.469	-14.811	hifi
1	E-CH3OH(7 -1   1 _ 8 -2   1)	630580.259	470.3163	2.68e-04	630614.486	34.227	0.518	0.433	57.255	1.512	0.173	630614.486	-16.272	hifi
1	A-CH3OH(10 6 + 0 _ 11 5 + 0)	630951.212	321.3401	1.72e-04	630984.496	33.284	-0.021	0.624	67.686	2.764	0.295	630984.496	-15.814	hifi
1	CS-33, v=0,1(13 0 _ 12 0)	631280.345	212.1326	5.41e-03	631312.004	31.659	-0.025	0.302	60.893	1.477	0.174	631312.004	-15.035	hifi
1	*C-13-H3OH, vt=0,1(14 1 13 0 _ 13 2 11 0)	631358.463	258.9103	4.79e-04	631391.006	32.543	1.200	0.232	55.815	0.532	0.077	631391.006	-15.453	hifi
1	C2H5OH(8 8 0 1 _ 7 7 0 0)	631461.492	170.2077	1.57e-03	631492.508	31.016	-0.104	0.224	65.401	0.385	0.066	631492.508	-14.725	hifi
1	p-H2-13CO(9 0 9 _ 8 0 8)	631564.941	152.3682	7.53e-03	631600.511	35.570	0.341	0.264	63.514	0.698	0.095	631600.511	-16.885	hifi
1	o-H2CO(9 1 9 _ 8 1 8)	631702.813	148.4344	7.45e-03	631736.515	33.702	0.397	0.958	62.309	6.058	0.615	631736.515	-15.994	hifi
1	OCS, v=0(52 _ 51)	631743.012	803.9152	7.43e-04	631775.516	32.504	0.929	0.249	58.575	0.676	0.090	631775.516	-15.425	hifi
1	*C-13-H3OH, vt=0,1(7 4 3 0 _ 8 3 5 0)	632191.564	159.8535	2.34e-04	632220.527	28.963	-1.890	0.289	66.562	1.058	0.144	632220.527	-13.735	hifi
1	E-CH3OH(21 -9   0 _ 22 -8   0)	632505.591	930.2105	2.85e-04	632538.035	32.444	-0.111	0.470	69.239	1.950	0.217	632538.035	-15.378	hifi
1	S-34-O(15 15 _ 14 14)	632647.840	256.1361	3.34e-03	632680.539	32.699	0.368	0.284	52.293	0.452	0.067	632680.539	-15.495	hifi
1	*C-13-H3OH, vt=0,1(8 3 5 -0 _ 7 2 6 -0)	632771.456	131.5962	1.10e-03	632803.042	31.586	-0.432	0.525	69.842	2.216	0.243	632803.042	-14.965	hifi
1	c-C3D(13 7 6 12.5 11.5 _ 12 7 5 11.5 10.5)	633217.186	253.2300	3.53e-03	633250.053	32.867	0.000	0.188	53.017	0.179	0.035	633250.053	-15.561	hifi
1	S-34-O(15 16 _ 14 15)	633293.153	247.7859	3.37e-03	633324.055	30.902	-0.147	0.213	44.044	0.549	0.076	633324.055	-14.629	hifi
1	A-CH3OH(13 1 - 0 _ 12 1 - 0)	633423.063	227.4769	1.14e-03	633455.558	32.495	-0.167	0.929	60.056	5.298	0.540	633455.558	-15.380	hifi
1	E-CH3OH(4 -2   1 _ 5 -3   1)	633572.015	379.8707	1.69e-03	633605.562	33.547	0.310	0.565	58.008	3.380	0.353	633605.562	-15.874	hifi
1	CH3OCHO(19 15 4 2 _ 18 14 4 2)	633908.208	261.2972	5.02e-04	633943.571	35.363	0.000	0.161	43.790	0.243	0.036	633943.571	-16.724	hifi
1	CH3OCHO(19 15 4 0 _ 18 14 5 0)	633960.431	261.3022	5.02e-04	633991.572	31.141	0.666	0.212	42.427	1.121	0.135	633991.572	-14.726	hifi
1	HNC, v=0(7 0 0 _ 6 0 0)	634510.826	121.8193	1.29e-02	634547.086	36.260	2.353	0.452	40.444	3.023	0.313	634547.086	-17.132	hifi
1	E-CH3OH(11 -2   0 _ 10 1   0)	634689.555	171.2938	1.09e-05	634722.590	33.035	0.114	0.338	35.264	1.563	0.165	634722.590	-15.604	hifi
1	A-CH3OH(27 2 - 0 _ 27 1 + 0)	634760.837	912.6778	1.29e-03	634792.592	31.755	-1.389	0.199	40.119	0.786	0.094	634792.592	-14.998	hifi
1	A-CH3OH(26 4 + 0 _ 26 3 - 0)	635391.526	894.4843	1.66e-03	635425.108	33.582	0.038	0.227	35.651	0.802	0.094	635425.108	-15.845	hifi
1	A-CH3OH(25 4 + 0 _ 25 3 - 0)	635670.282	834.2166	1.64e-03	635701.615	31.333	-0.271	0.217	34.308	0.924	0.103	635701.615	-14.777	hifi
1	A-CH3OH(24 4 + 0 _ 24 3 - 0)	635872.135	776.2617	1.63e-03	635901.120	28.985	-1.932	0.162	38.169	0.742	0.092	635901.120	-13.666	hifi
1	E-CH3OH(24 -3   0 _ 23 -4   0)	635944.833	750.4590	5.25e-04	635977.122	32.289	-2.970	0.193	34.539	1.192	0.137	635977.122	-15.222	hifi
1	E-CH3OH(22 -2   0 _ 21 3   0)	635978.473	606.5916	6.42e-05	636010.123	31.650	-0.500	0.156	35.591	0.255	0.042	636010.123	-14.919	hifi
1	A-CH3OH(23 4 + 0 _ 23 3 - 0)	636012.307	720.6189	1.61e-03	636045.124	32.817	-0.455	0.235	44.530	0.739	0.095	636045.124	-15.469	hifi
1	A-CH3OH(10 4 + 0 _ 10 3 - 0)	636248.019	207.9931	1.36e-03	636282.130	34.111	0.000	0.646	47.139	14.060	1.410	636282.130	-16.073	hifi
1	A-CH3OH(9 4 - 0 _ 9 3 + 0)	636291.079	184.7874	1.32e-03	636325.131	34.052	0.000	0.636	45.449	1.935	0.194	636325.131	-16.044	hifi
1	A-CH3OH(13 4 - 0 _ 13 3 + 0)	636341.727	291.5295	1.45e-03	636375.132	33.405	0.000	0.638	45.063	3.509	0.352	636375.132	-15.738	hifi
1	A-CH3OH(5 4 - 0 _ 5 3 + 0)	636393.785	115.1620	9.03e-04	636428.134	34.349	0.000	0.765	44.776	5.204	0.523	636428.134	-16.181	hifi
1	A-CH3OH(4 4 - 0 _ 4 3 + 0)	636419.979	103.5566	6.01e-04	636453.634	33.655	0.000	0.679	45.205	4.491	0.456	636453.634	-15.854	hifi
1	CH3OCH3(20 5 16 1 _ 19 4 15 1)	636470.740	226.5813	6.35e-04	636504.136	33.396	0.690	0.342	46.076	1.316	0.146	636504.136	-15.730	hifi
1	C2H5OH(17 7 10 2 _ 16 6 11 2)	636653.635	190.0475	1.49e-03	636685.640	32.005	-0.166	0.139	40.051	0.232	0.042	636685.640	-15.071	hifi
1	A-CH3OH(16 4 - 0 _ 16 3 + 0)	636677.681	395.9314	1.51e-03	636712.641	34.960	0.483	0.485	39.770	2.448	0.253	636712.641	-16.462	hifi
1	A-CH3OH(17 4 - 0 _ 17 3 + 0)	636887.026	435.3657	1.53e-03	636919.646	32.620	-0.715	0.501	47.511	2.817	0.293	636919.646	-15.355	hifi
1	t-HCOOH(29 1 28 _ 28 1 27)	636951.971	474.1738	2.97e-03	636987.148	35.177	0.523	0.295	36.332	1.178	0.128	636987.148	-16.557	hifi
1	A-CH3OH(12 4 - 1 _ 13 5 - 1)	637039.671	661.6921	1.18e-03	637071.150	31.479	-0.552	0.362	40.887	1.903	0.200	637071.150	-14.814	hifi
1	A-CH3OH(18 4 - 0 _ 18 3 + 0)	637161.380	477.1183	1.54e-03	637196.653	35.273	0.899	0.443	40.180	2.088	0.218	637196.653	-16.596	hifi
1	A-CH3OH(19 4 - 0 _ 19 3 + 0)	637512.110	521.1866	1.56e-03	637546.662	34.552	0.472	0.433	35.860	1.963	0.204	637546.662	-16.248	hifi
1	*C-13-H3OH, vt=0,1(11 5 7 +0 _ 12 4 8 +0)	637684.016	288.0473	2.96e-04	637715.666	31.650	-0.380	0.228	37.798	0.798	0.094	637715.666	-14.880	hifi
1	C2H5OH(21 8 13 0 _ 20 7 13 1)	637903.123	326.9863	8.23e-04	637935.672	32.549	-0.435	0.154	31.826	0.394	0.053	637935.672	-15.297	hifi
1	A-CH3OH(20 4 - 0 _ 20 3 + 0)	637951.650	567.5698	1.58e-03	637985.173	33.523	0.190	0.392	32.108	1.675	0.174	637985.173	-15.753	hifi
1	E-CH3OH(10 0   0 _ 9 -1   0)	638279.651	132.7051	8.34e-04	638313.181	33.530	0.192	0.897	51.097	5.080	0.515	638313.181	-15.749	hifi
1	A-CH3OH(21 4 - 0 _ 21 3 + 0)	638493.500	616.2687	1.60e-03	638528.687	35.187	0.000	0.340	55.535	1.351	0.137	638528.687	-16.521	hifi
1	A-CH3OH(8 3 + 0 _ 7 2 + 0)	638523.509	133.3614	1.13e-03	638557.188	33.679	0.133	1.339	58.001	7.456	0.752	638557.188	-15.812	hifi
1	S-33-O(15 15 13.5 _ 14 14 13.5)	638757.625	258.4619	2.54e-05	638792.694	35.069	0.000	0.141	43.885	0.263	0.049	638792.694	-16.459	hifi
1	A-CH3OH(8 3 - 0 _ 7 2 - 0)	638817.824	133.3625	1.13e-03	638850.695	32.871	-0.280	1.213	43.115	6.863	0.690	638850.695	-15.426	hifi
1	CH3OCH3, v=0(35 2 34 3 _ 34 1 33 3)	638957.559	565.0897	1.96e-03	638989.699	32.140	-0.934	0.126	35.704	0.382	0.058	638989.699	-15.080	hifi
1	A-CH3OH(22 4 - 0 _ 22 3 + 0)	639152.204	667.2810	1.62e-03	639185.703	33.499	0.571	0.254	33.776	1.049	0.118	639185.703	-15.713	hifi
1	HNCO(29 1 28 28 _ 28 1 27 28)	639368.995	503.6832	4.72e-06	639399.709	30.714	-0.767	0.143	35.206	0.249	0.039	639399.709	-14.401	hifi
1	SO2, v=0(15 4 12 _ 14 3 11)	639650.990	149.6842	1.35e-03	639682.216	31.226	-1.216	0.142	31.159	0.524	0.070	639682.216	-14.635	hifi
1	H2CNH(10 7 4 _ 9 7 3)	639778.748	554.2573	1.33e-03	639814.219	35.471	1.563	0.163	35.436	0.544	0.066	639814.219	-16.621	hifi
1	A-CH3OH(23 4 - 0 _ 23 3 + 0)	639943.321	720.6075	1.64e-03	639976.224	32.903	-0.323	0.212	37.990	0.935	0.108	639976.224	-15.414	hifi
1	*C-13-H3OH, vt=0,1(10 1 9 0 _ 9 0 9 0)	640167.384	145.6599	7.12e-04	640199.729	32.345	-0.346	0.288	36.165	1.108	0.121	640199.729	-15.147	hifi
1	*C-13-H3OH, vt=0,1(14 4 10 +0 _ 14 3 11 -0)	640304.744	318.5776	1.49e-03	640339.233	34.489	0.000	0.236	37.200	2.697	0.281	640339.233	-16.148	hifi
1	*C-13-H3OH, vt=0,1(11 4 7 +0 _ 11 3 8 -0)	640351.860	230.2712	1.42e-03	640380.734	28.874	0.000	0.135	37.213	0.262	0.028	640380.734	-13.518	hifi
1	*C-13-H3OH, vt=0,1(10 4 6 +0 _ 10 3 7 -0)	640376.804	205.3611	1.39e-03	640406.734	29.930	0.000	0.228	36.951	0.284	0.029	640406.734	-14.012	hifi
1	*C-13-H3OH, vt=0,1(10 4 6 +0 _ 10 3 7 -0)	640376.804	205.3611	1.39e-03	640413.235	36.431	0.000	0.245	36.907	0.757	0.078	640413.235	-17.055	hifi
1	*C-13-H3OH, vt=0,1(9 4 5 +0 _ 9 3 6 -0)	640404.935	182.7145	1.35e-03	640436.735	31.800	-0.673	0.314	36.539	0.968	0.100	640436.735	-14.887	hifi
1	*C-13-H3OH, vt=0,1(8 4 4 +0 _ 8 3 5 -0)	640435.179	162.3325	1.29e-03	640466.736	31.557	0.000	0.203	36.586	0.755	0.077	640466.736	-14.772	hifi
1	*C-13-H3OH, vt=0,1(6 4 3 -0 _ 6 3 4 +0)	640498.504	128.3600	1.10e-03	640532.238	33.734	0.000	0.346	37.459	3.579	0.364	640532.238	-15.789	hifi
1	*C-13-H3OH, vt=0,1(5 4 2 -0 _ 5 3 3 +0)	640526.784	114.7705	9.22e-04	640562.738	35.954	0.000	0.276	36.986	1.228	0.128	640562.738	-16.828	hifi
1	*C-13-H3OH, vt=0,1(4 4 1 -0 _ 4 3 2 +0)	640552.780	103.4456	6.14e-04	640585.739	32.959	-0.539	0.308	37.043	1.264	0.137	640585.739	-15.426	hifi
1	*C-13-H3OH, vt=0,1(15 4 12 -0 _ 15 3 13 +0)	640583.612	352.5378	1.51e-03	640617.740	34.128	0.351	0.149	36.860	0.516	0.071	640617.740	-15.972	hifi
1	*C-13-H3OH, vt=0,1(16 4 13 -0 _ 16 3 14 +0)	640711.521	388.7598	1.53e-03	640746.243	34.722	0.322	0.128	30.686	0.386	0.054	640746.243	-16.247	hifi
1	A-CH3OH(24 4 - 0 _ 24 3 + 0)	640883.368	776.2461	1.67e-03	640917.747	34.379	-0.138	0.223	40.455	1.122	0.127	640917.747	-16.082	hifi
1	*C-13-H3OH, vt=0,1(18 4 15 -0 _ 18 3 16 +0)	641119.577	467.9849	1.57e-03	641150.753	31.176	-0.444	0.139	24.263	0.396	0.049	641150.753	-14.578	hifi
1	CH3OCH3(20 5 15 1 _ 19 4 16 1)	641363.889	226.6022	6.46e-04	641395.260	31.371	-0.635	0.345	29.161	1.429	0.149	641395.260	-14.664	hifi
1	H2CS(19 1 19 _ 18 1 18)	641437.278	321.3032	4.06e-03	641470.261	32.983	0.035	0.344	41.441	1.685	0.180	641470.261	-15.416	hifi
1	E-CH3OH(24 -1   0 _ 23 -2   0)	641584.010	691.0112	1.43e-04	641617.265	33.255	0.655	0.169	28.032	0.541	0.066	641617.265	-15.539	hifi
1	A-CH3OH(25 4 - 0 _ 25 3 + 0)	641989.757	834.1962	1.69e-03	642024.275	34.518	0.568	0.221	28.671	1.129	0.122	642024.275	-16.119	hifi
1	*C-13-H3OH, vt=0,1(13 2 11 0 _ 12 1 11 0)	642837.643	228.6092	7.45e-04	642871.797	34.154	1.313	0.255	29.573	1.753	0.184	642871.797	-15.928	hifi
1	CH3CN, v=0(35 5 _ 34 5)	642963.998	734.2802	2.30e-02	642997.300	33.302	0.118	0.114	29.982	0.229	0.037	642997.300	-15.528	hifi
1	CH3CN, v=0(35 4 _ 34 4)	643074.051	670.1106	2.32e-02	643105.803	31.752	0.451	0.136	34.218	0.289	0.045	643105.803	-14.802	hifi
1	CH3OCHO(22 14 9 0 _ 21 13 8 0)	643098.563	279.2423	4.29e-04	643129.303	30.740	-0.162	0.145	38.052	0.441	0.067	643129.303	-14.330	hifi
1	CH3CN, v=0(35 3 _ 34 3)	643159.694	620.1858	2.33e-02	643192.305	32.611	1.606	0.161	44.002	0.769	0.112	643192.305	-15.201	hifi
1	CH3CN, v=0(35 0 _ 34 0)	643269.867	555.9772	2.35e-02	643305.308	35.441	0.794	0.393	35.447	2.990	0.307	643305.308	-16.517	hifi
1	H2S-34(4 4 1 _ 4 3 2)	643590.281	280.7172	5.43e-04	643620.816	30.535	-0.326	0.110	24.533	0.125	0.027	643620.816	-14.224	hifi
1	CH3OCH3(17 6 12 1 _ 16 5 11 1)	643643.778	189.9252	6.38e-04	643678.317	34.539	0.035	0.391	34.358	1.933	0.200	643678.317	-16.088	hifi
1	CH3OCH3(17 6 11 1 _ 16 5 12 1)	643696.875	189.9253	6.38e-04	643730.319	33.444	0.601	0.433	28.719	2.094	0.214	643730.319	-15.576	hifi
1	OCS, v=0(53 _ 52)	643862.930	834.8161	7.87e-04	643892.323	29.393	-1.881	0.121	31.911	0.386	0.053	643892.323	-13.686	hifi
1	SO, v=0(15 14 _ 14 13)	644378.918	254.1527	3.53e-03	644412.836	33.918	9.408	0.472	25.050	7.480	0.753	644412.836	-15.780	hifi
1	CH3OCH3, v=0(36 1 36 5 _ 35 0 35 5)	644670.917	577.5626	2.42e-03	644701.343	30.426	0.261	0.129	25.973	0.499	0.061	644701.343	-14.149	hifi
1	A-CH3OH(27 4 - 0 _ 27 3 + 0)	644775.155	957.0271	1.75e-03	644807.346	32.191	-0.743	0.145	30.609	0.512	0.066	644807.346	-14.967	hifi
1	CH3OCHO(55 7 49 1 _ 54 7 48 1)	644947.288	932.3439	4.02e-03	644979.850	32.562	-0.539	0.085	23.729	0.139	0.025	644979.850	-15.136	hifi
1	SO, v=0(15 15 _ 14 14)	645254.933	260.9396	3.55e-03	645287.858	32.925	0.688	0.454	28.806	3.561	0.361	645287.858	-15.297	hifi
1	SO, v=0(15 16 _ 14 15)	645875.924	252.6029	3.58e-03	645909.374	33.450	0.184	0.476	28.239	2.944	0.299	645909.374	-15.526	hifi
1	CH3OCH3(14 7 7 3 _ 13 6 8 3)	645927.590	164.4407	1.06e-03	645963.375	35.785	0.559	0.623	31.002	3.791	0.383	645963.375	-16.609	hifi
1	CH3OCH3(22 4 18 1 _ 21 3 19 1)	646090.875	254.0363	4.17e-04	646123.879	33.004	-0.114	0.234	24.834	1.048	0.111	646123.879	-15.314	hifi
1	CH3OCHO(20 15 5 2 _ 19 14 5 2)	646168.376	273.0869	5.06e-04	646200.381	32.005	-0.535	0.137	22.175	0.426	0.050	646200.381	-14.849	hifi
1	CH3OCHO(20 15 5 0 _ 19 14 6 0)	646216.997	273.0917	5.07e-04	646251.383	34.386	1.386	0.174	20.195	1.005	0.106	646251.383	-15.952	hifi
1	CH3OCHO(32 10 23 0 _ 31 9 22 0)	646234.369	379.6661	2.20e-04	646265.883	31.514	-0.542	0.089	20.294	0.166	0.025	646265.883	-14.620	hifi
1	*C-13-H3OH, vt=0,1(19 2 17 +0 _ 18 3 16 +0)	646439.820	468.2402	5.76e-04	646471.888	32.068	0.193	0.112	22.810	0.195	0.031	646471.888	-14.872	hifi
1	DCl(2 3.5 _ 1 2.5)	646492.200	46.5431	1.53e-03	646525.890	33.690	-0.618	0.124	25.090	0.354	0.049	646525.890	-15.623	hifi
1	C2H5OH(12 7 6 1 _ 11 6 6 0)	646743.898	186.6569	1.09e-03	646778.896	34.998	0.299	0.102	25.992	0.211	0.026	646778.896	-16.223	hifi
1	CH3OCH3, v=0(30 4 27 0 _ 29 3 26 0)	646762.458	446.9188	8.52e-04	646794.396	31.938	0.596	0.172	27.363	0.674	0.076	646794.396	-14.804	hifi
1	p-H2CO(9 0 9 _ 8 0 8)	647081.735	156.1757	8.09e-03	647116.905	35.170	1.251	0.743	28.950	5.500	0.553	647116.905	-16.294	hifi
1	CH3OCH3(21 3 18 1 _ 20 2 19 1)	647199.667	225.7007	1.58e-04	647229.907	30.240	-1.218	0.214	15.933	1.060	0.109	647229.907	-14.008	hifi
1	CH2DOH(4 2 3 2 _ 4 1 3 0)	647242.432	56.9045	2.07e-04	647273.409	30.977	0.723	0.108	17.907	0.504	0.057	647273.409	-14.348	hifi
1	E-CH3OH(12 -8   0 _ 13 -7   0)	647403.756	494.4868	1.40e-04	647436.913	33.157	-0.069	0.244	22.463	1.291	0.134	647436.913	-15.354	hifi
1	Ga-n-C3H7OH(23 23 1 _ 22 22 1)	647430.689	368.4041	1.34e-03	647464.413	33.724	0.000	0.071	22.297	0.094	0.016	647464.413	-15.616	hifi
1	CH3OCH3, v=0(35 2 33 5 _ 34 3 32 5)	647447.598	581.6459	1.60e-03	647477.914	30.316	-0.196	0.106	25.929	0.402	0.053	647477.914	-14.037	hifi
1	CH3OCH3(11 8 3 3 _ 10 7 4 3)	647612.441	150.0115	1.42e-03	647647.918	35.477	0.042	0.678	33.419	4.476	0.452	647647.918	-16.423	hifi
1	E-CH3OH(7 -3   0 _ 8 0   0)	647862.360	119.8087	6.65e-07	647896.924	34.564	0.073	0.110	19.988	0.288	0.036	647896.924	-15.994	hifi
1	CH3OCHO(27 12 15 0 _ 26 11 16 0)	648074.515	318.8348	3.19e-04	648109.930	35.415	0.374	0.162	33.932	0.602	0.075	648109.930	-16.382	hifi
1	CH3OCHO(20 15 5 5 _ 19 14 5 5)	648520.626	461.6025	5.12e-04	648552.441	31.815	-0.067	0.096	24.121	0.229	0.031	648552.441	-14.707	hifi
1	NH2(2 1 1 0 22 0.5 _ 2 0 2 0 17 1.5)	648704.120	120.4850	2.01e-03	648741.446	37.326	-0.105	0.137	43.572	0.283	0.045	648741.446	-17.250	hifi
1	NH2(2 1 1 0 4 3.5 _ 2 0 2 0 4 3.5)	648784.228	120.4887	2.98e-03	648815.948	31.720	-0.663	0.169	23.713	0.713	0.078	648815.948	-14.657	hifi
1	H2CS(19 0 19 _ 18 0 18)	648841.399	312.2620	4.21e-03	648875.449	34.050	0.420	0.138	31.115	0.570	0.070	648875.449	-15.733	hifi
1	CH3OCHO(27 12 15 5 _ 26 11 15 5)	648914.633	505.6471	3.19e-04	648947.951	33.318	-0.115	0.094	24.051	0.175	0.029	648947.951	-15.393	hifi
1	CH3OCHO(18 16 2 2 _ 17 15 2 2)	649172.773	270.6497	6.06e-04	649206.958	34.185	0.619	0.122	20.943	0.378	0.045	649206.958	-15.787	hifi
1	CH3OCHO(18 16 3 0 _ 17 15 2 0)	649226.715	270.6578	6.06e-04	649259.959	33.244	0.073	0.235	30.822	0.813	0.090	649259.959	-15.351	hifi
1	E-CH3OH(14 1   0 _ 13 2   0)	649540.259	256.8852	5.19e-04	649575.967	35.708	0.686	0.630	36.192	3.731	0.378	649575.967	-16.481	hifi
1	*C-13-H3OH, vt=0,1(18 0 18 0 _ 17 1 16 0)	649895.922	398.7944	7.07e-04	649931.476	35.554	0.127	0.140	21.075	0.583	0.065	649931.476	-16.401	hifi
1	o-NH2D(2 0 2 1 _ 1 0 1 1)	649916.436	47.1625	6.67e-05	649950.476	34.040	0.307	0.117	22.506	0.345	0.041	649950.476	-15.702	hifi
